GCM,run,scenario,0.8,1.0,1.2,1.5,2.0,2.5,3.0,4.0
GISS-E2-1-G,r9i1p1f2,ssp245,2006-02-15 00:00:00,2013-12-16 12:00:00,2020-12-16 12:00:00,2029-12-16 12:00:00,2047-02-15 00:00:00,2076-02-15 00:00:00,,
GISS-E2-1-G,r3i1p3f1,ssp585,2006-10-16 12:00:00,2014-10-16 12:00:00,2020-02-15 00:00:00,2029-01-16 12:00:00,2040-07-16 12:00:00,2051-12-16 12:00:00,2064-01-16 12:00:00,2083-08-16 12:00:00
GISS-E2-1-G,r3i1p3f1,ssp370,2006-10-16 12:00:00,2015-06-16 00:00:00,2020-12-16 12:00:00,2029-03-16 12:00:00,2044-04-16 00:00:00,2057-08-16 12:00:00,2072-10-16 12:00:00,
GISS-E2-1-G,r3i1p3f1,ssp245,2006-09-16 00:00:00,2015-01-16 12:00:00,2020-02-15 00:00:00,2028-09-16 00:00:00,2044-11-16 00:00:00,2075-01-16 12:00:00,,
GISS-E2-1-G,r4i1p1f2,ssp585,2006-05-16 12:00:00,2013-12-16 12:00:00,2021-03-16 12:00:00,2028-04-16 00:00:00,2039-10-16 12:00:00,2050-10-16 12:00:00,2062-05-16 12:00:00,2084-11-16 00:00:00
GISS-E2-1-G,r4i1p1f2,ssp370,2006-10-16 12:00:00,2014-08-16 12:00:00,2021-03-16 12:00:00,2029-04-16 00:00:00,2043-03-16 12:00:00,2057-04-16 00:00:00,2073-02-15 00:00:00,
GISS-E2-1-G,r3i1p1f2,ssp585,2006-01-16 12:00:00,2014-06-16 00:00:00,2020-02-15 00:00:00,2027-09-16 00:00:00,2040-05-16 12:00:00,2051-04-16 00:00:00,2062-01-16 12:00:00,2085-08-16 12:00:00
GISS-E2-1-G,r3i1p1f2,ssp370,2006-02-15 00:00:00,2015-11-16 00:00:00,2022-10-16 12:00:00,2030-05-16 12:00:00,2044-04-16 00:00:00,2058-01-16 12:00:00,2074-07-16 12:00:00,
GISS-E2-1-G,r8i1p1f2,ssp370,2007-07-16 12:00:00,2015-01-16 12:00:00,2023-05-16 12:00:00,2031-03-16 12:00:00,2044-02-15 00:00:00,2058-12-16 12:00:00,2076-04-16 00:00:00,
GISS-E2-1-G,r8i1p1f2,ssp245,2007-03-16 12:00:00,2014-06-16 00:00:00,2020-12-16 12:00:00,2028-07-16 12:00:00,2048-01-16 12:00:00,2071-12-16 12:00:00,,
GISS-E2-1-H,r3i1p1f2,ssp370,2001-12-16 12:00:00,2006-11-16 00:00:00,2015-11-16 00:00:00,2023-04-16 00:00:00,2035-05-16 12:00:00,2049-12-16 12:00:00,2064-04-16 00:00:00,2087-01-16 12:00:00
GISS-E2-1-H,r3i1p1f2,ssp245,2001-12-16 12:00:00,2006-05-16 12:00:00,2013-08-16 12:00:00,2020-10-16 12:00:00,2035-08-16 12:00:00,2054-04-16 00:00:00,2077-04-16 00:00:00,
GISS-E2-1-H,r1i1p1f2,ssp370,2003-06-16 00:00:00,2011-08-16 12:00:00,2018-03-16 12:00:00,2025-12-16 12:00:00,2036-11-16 00:00:00,2049-03-16 12:00:00,2062-06-16 00:00:00,2086-07-16 12:00:00
GISS-E2-1-H,r1i1p1f2,ssp245,2003-06-16 00:00:00,2010-10-16 12:00:00,2016-11-16 00:00:00,2025-06-16 00:00:00,2038-01-16 12:00:00,2052-07-16 12:00:00,2075-08-16 12:00:00,
GISS-E2-1-H,r5i1p1f2,ssp370,1998-11-16 00:00:00,2004-01-16 12:00:00,2009-08-16 12:00:00,2018-02-15 00:00:00,2034-09-16 00:00:00,2048-08-16 12:00:00,2061-02-15 00:00:00,2085-09-16 00:00:00
GISS-E2-1-H,r5i1p1f2,ssp245,1998-11-16 00:00:00,2004-01-16 12:00:00,2009-02-15 00:00:00,2017-12-16 12:00:00,2033-07-16 12:00:00,2055-12-16 12:00:00,2073-08-16 12:00:00,
GISS-E2-1-H,r4i1p3f1,ssp245,1994-07-16 12:00:00,2000-04-16 00:00:00,2009-09-16 00:00:00,2022-06-16 00:00:00,2035-06-16 00:00:00,2052-02-15 00:00:00,2071-06-16 00:00:00,
GISS-E2-1-H,r1i1p3f1,ssp370,1994-11-16 00:00:00,2002-03-16 12:00:00,2009-10-16 12:00:00,2021-12-16 12:00:00,2034-06-16 00:00:00,2047-01-16 12:00:00,2059-08-16 12:00:00,2087-09-16 00:00:00
GISS-E2-1-H,r1i1p3f1,ssp245,1994-11-16 00:00:00,2002-03-16 12:00:00,2009-06-16 00:00:00,2019-11-16 00:00:00,2034-02-15 00:00:00,2052-01-16 12:00:00,2067-11-16 00:00:00,
GISS-E2-1-H,r3i1p3f1,ssp245,1995-05-16 12:00:00,1999-02-15 00:00:00,2003-12-16 12:00:00,2011-06-16 00:00:00,2032-04-16 00:00:00,2049-09-16 00:00:00,2068-09-16 00:00:00,
GISS-E2-1-H,r2i1p3f1,ssp245,1994-12-16 12:00:00,2003-12-16 12:00:00,2014-02-15 00:00:00,2023-05-16 12:00:00,2037-08-16 12:00:00,2052-12-16 12:00:00,2077-08-16 12:00:00,
GISS-E2-1-H,r4i1p1f2,ssp370,2001-01-16 12:00:00,2006-10-16 12:00:00,2013-02-15 00:00:00,2020-02-15 00:00:00,2032-05-16 12:00:00,2044-11-16 00:00:00,2058-11-16 00:00:00,2085-12-16 12:00:00
GISS-E2-1-H,r4i1p1f2,ssp245,2001-01-16 12:00:00,2007-02-15 00:00:00,2013-08-16 12:00:00,2021-12-16 12:00:00,2033-10-16 12:00:00,2049-04-16 00:00:00,2072-06-16 00:00:00,
GISS-E2-1-H,r5i1p3f1,ssp245,1995-02-15 00:00:00,2002-06-16 00:00:00,2009-07-16 12:00:00,2019-07-16 12:00:00,2030-04-16 00:00:00,2050-07-16 12:00:00,2072-08-16 12:00:00,
GISS-E2-1-H,r2i1p1f2,ssp370,1997-03-16 12:00:00,2005-03-16 12:00:00,2011-11-16 00:00:00,2019-12-16 12:00:00,2033-08-16 12:00:00,2048-02-15 00:00:00,2061-09-16 00:00:00,2085-11-16 00:00:00
GISS-E2-1-H,r2i1p1f2,ssp245,1997-03-16 12:00:00,2005-03-16 12:00:00,2012-07-16 12:00:00,2020-07-16 12:00:00,2032-11-16 00:00:00,2048-03-16 12:00:00,2072-05-16 12:00:00,
HadGEM3-GC31-LL,r4i1p1f3,ssp585,2011-06-16 00:00:00,2015-02-16 00:00:00,2018-09-16 00:00:00,2024-01-16 00:00:00,2031-02-16 00:00:00,2039-02-16 00:00:00,2046-01-16 00:00:00,2061-08-16 00:00:00
HadGEM3-GC31-LL,r4i1p1f3,ssp245,,,,,,,,
HadGEM3-GC31-LL,r3i1p1f3,ssp585,2009-01-16 00:00:00,2012-11-16 00:00:00,2015-12-16 00:00:00,2021-05-16 00:00:00,2030-09-16 00:00:00,2040-02-16 00:00:00,2047-05-16 00:00:00,2060-09-16 00:00:00
HadGEM3-GC31-LL,r3i1p1f3,ssp245,2009-03-16 00:00:00,,,,,,,
HadGEM3-GC31-LL,r2i1p1f3,ssp585,2001-09-16 00:00:00,2005-08-16 00:00:00,2009-03-16 00:00:00,2016-01-16 00:00:00,2026-02-16 00:00:00,2036-04-16 00:00:00,2044-01-16 00:00:00,2057-09-16 00:00:00
HadGEM3-GC31-LL,r2i1p1f3,ssp245,2001-09-16 00:00:00,2005-07-16 00:00:00,2009-06-16 00:00:00,,,,,
HadGEM3-GC31-LL,r1i1p1f3,ssp585,2005-01-16 00:00:00,2008-04-16 00:00:00,2011-11-16 00:00:00,2018-03-16 00:00:00,2027-04-16 00:00:00,2035-08-16 00:00:00,2044-01-16 00:00:00,2059-03-16 00:00:00
HadGEM3-GC31-LL,r1i1p1f3,ssp245,2005-01-16 00:00:00,2008-07-16 00:00:00,2012-02-16 00:00:00,2017-11-16 00:00:00,2029-03-16 00:00:00,2042-07-16 00:00:00,2054-12-16 00:00:00,2084-07-16 00:00:00
HadGEM3-GC31-MM,r1i1p1f3,ssp585,2006-10-16 00:00:00,2011-07-16 00:00:00,2016-12-16 00:00:00,2022-10-16 00:00:00,2031-08-16 00:00:00,2038-09-16 00:00:00,2045-06-16 00:00:00,2059-09-16 00:00:00
HadGEM3-GC31-MM,r4i1p1f3,ssp585,2005-11-16 00:00:00,2011-10-16 00:00:00,2017-05-16 00:00:00,2024-09-16 00:00:00,2034-05-16 00:00:00,2041-02-16 00:00:00,2047-07-16 00:00:00,2060-11-16 00:00:00
HadGEM3-GC31-MM,r3i1p1f3,ssp585,2007-02-16 00:00:00,2013-11-16 00:00:00,2018-04-16 00:00:00,2023-07-16 00:00:00,2032-04-16 00:00:00,2040-09-16 00:00:00,2047-12-16 00:00:00,2060-09-16 00:00:00
HadGEM3-GC31-MM,r2i1p1f3,ssp585,2006-10-16 00:00:00,2012-11-16 00:00:00,2018-02-16 00:00:00,2024-02-16 00:00:00,2031-11-16 00:00:00,2038-10-16 00:00:00,2046-02-16 00:00:00,2060-02-16 00:00:00
IITM-ESM,r1i1p1f1,ssp585,1995-05-16 12:00:00,2007-12-16 12:00:00,2018-12-16 12:00:00,2033-11-16 00:00:00,2046-02-15 00:00:00,2059-03-16 12:00:00,2071-11-16 00:00:00,
IITM-ESM,r1i1p1f1,ssp370,1995-05-16 12:00:00,2008-02-15 12:00:00,2018-12-16 12:00:00,2030-07-16 12:00:00,2046-05-16 12:00:00,2065-06-16 00:00:00,2080-06-16 00:00:00,
IITM-ESM,r1i1p1f1,ssp245,1995-05-16 12:00:00,2007-11-16 00:00:00,2018-08-16 12:00:00,2033-03-16 12:00:00,2055-05-16 12:00:00,,,
INM-CM4-8,r1i1p1f1,ssp585,2001-07-16 12:00:00,2010-05-16 12:00:00,2018-09-16 00:00:00,2027-10-16 12:00:00,2042-06-16 00:00:00,2054-10-16 12:00:00,2065-02-15 00:00:00,
INM-CM4-8,r1i1p1f1,ssp370,2001-07-16 12:00:00,2011-10-16 12:00:00,2022-05-16 12:00:00,2033-06-16 00:00:00,2049-08-16 12:00:00,2062-03-16 12:00:00,2076-02-15 00:00:00,
INM-CM4-8,r1i1p1f1,ssp245,2001-07-16 12:00:00,2012-06-16 00:00:00,2021-02-15 00:00:00,2032-04-16 00:00:00,2053-09-16 00:00:00,,,
INM-CM5-0,r3i1p1f1,ssp370,2004-10-16 12:00:00,2012-03-16 12:00:00,2021-06-16 00:00:00,2032-09-16 00:00:00,2049-02-15 00:00:00,2064-02-15 00:00:00,2079-01-16 12:00:00,
INM-CM5-0,r2i1p1f1,ssp370,2004-12-16 12:00:00,2011-01-16 12:00:00,2020-05-16 12:00:00,2033-04-16 00:00:00,2048-01-16 12:00:00,2067-03-16 12:00:00,2079-12-16 12:00:00,
INM-CM5-0,r5i1p1f1,ssp370,2004-02-15 00:00:00,2011-01-16 12:00:00,2018-01-16 12:00:00,2028-11-16 00:00:00,2045-01-16 12:00:00,2059-01-16 12:00:00,2071-04-16 00:00:00,
INM-CM5-0,r4i1p1f1,ssp370,2004-10-16 12:00:00,2016-10-16 12:00:00,2025-01-16 12:00:00,2035-02-15 00:00:00,2050-01-16 12:00:00,2066-05-16 12:00:00,2081-01-16 12:00:00,
INM-CM5-0,r1i1p1f1,ssp585,2003-06-16 00:00:00,2012-06-16 00:00:00,2019-04-16 00:00:00,2028-01-16 12:00:00,2042-06-16 00:00:00,2055-07-16 12:00:00,2068-02-15 00:00:00,
INM-CM5-0,r1i1p1f1,ssp370,2003-06-16 00:00:00,2011-03-16 12:00:00,2020-10-16 12:00:00,2029-01-16 12:00:00,2044-06-16 00:00:00,2064-02-15 00:00:00,2077-06-16 00:00:00,
INM-CM5-0,r1i1p1f1,ssp245,2003-06-16 00:00:00,2012-08-16 12:00:00,2021-08-16 12:00:00,2031-03-16 12:00:00,2064-08-16 12:00:00,,,
IPSL-CM5A2-INCA,r1i1p1f1,ssp370,1986-01-16 12:00:00,1995-08-16 12:00:00,2001-12-16 12:00:00,2010-11-16 00:00:00,2029-06-16 00:00:00,2044-07-16 12:00:00,2057-01-16 12:00:00,2076-11-16 00:00:00
IPSL-CM6A-LR,r3i1p1f1,ssp585,1990-07-16 12:00:00,1997-12-16 12:00:00,2003-12-16 12:00:00,2014-05-16 12:00:00,2029-05-16 12:00:00,2039-11-16 00:00:00,2047-09-16 00:00:00,2061-10-16 12:00:00
IPSL-CM6A-LR,r3i1p1f1,ssp370,1990-07-16 12:00:00,1997-12-16 12:00:00,2003-12-16 12:00:00,2013-10-16 12:00:00,2029-07-16 12:00:00,2041-03-16 12:00:00,2051-04-16 00:00:00,2070-04-16 00:00:00
IPSL-CM6A-LR,r3i1p1f1,ssp245,1990-07-16 12:00:00,1997-12-16 12:00:00,2003-12-16 12:00:00,2015-03-16 12:00:00,2029-04-16 00:00:00,2040-12-16 12:00:00,2055-11-16 00:00:00,
IPSL-CM6A-LR,r2i1p1f1,ssp585,1988-04-16 00:00:00,1996-11-16 00:00:00,2004-04-16 00:00:00,2014-08-16 12:00:00,2026-07-16 12:00:00,2037-03-16 12:00:00,2047-10-16 12:00:00,2063-07-16 12:00:00
IPSL-CM6A-LR,r2i1p1f1,ssp370,1988-04-16 00:00:00,1996-11-16 00:00:00,2004-04-16 00:00:00,2013-09-16 00:00:00,2028-06-16 00:00:00,2040-03-16 12:00:00,2049-09-16 00:00:00,2070-09-16 00:00:00
IPSL-CM6A-LR,r2i1p1f1,ssp245,1988-04-16 00:00:00,1996-11-16 00:00:00,2004-04-16 00:00:00,2013-06-16 00:00:00,2028-01-16 12:00:00,2042-12-16 12:00:00,2057-06-16 00:00:00,2087-08-16 12:00:00
IPSL-CM6A-LR,r14i1p1f1,ssp585,1995-08-16 12:00:00,2004-02-15 12:00:00,2010-12-16 12:00:00,2018-10-16 12:00:00,2027-10-16 12:00:00,2035-12-16 12:00:00,2045-01-16 12:00:00,2061-12-16 12:00:00
IPSL-CM6A-LR,r14i1p1f1,ssp370,1995-08-16 12:00:00,2004-02-15 12:00:00,2010-01-16 12:00:00,2018-05-16 12:00:00,2028-05-16 12:00:00,2039-12-16 12:00:00,2052-05-16 12:00:00,2070-03-16 12:00:00
IPSL-CM6A-LR,r14i1p1f1,ssp245,1995-08-16 12:00:00,2004-02-15 12:00:00,2010-12-16 12:00:00,2020-02-15 12:00:00,2031-05-16 12:00:00,2043-11-16 00:00:00,2059-05-16 12:00:00,
IPSL-CM6A-LR,r11i1p1f1,ssp245,2002-02-15 00:00:00,2007-02-15 00:00:00,2013-05-16 12:00:00,2021-05-16 12:00:00,2034-03-16 12:00:00,2047-08-16 12:00:00,2063-03-16 12:00:00,
IPSL-CM6A-LR,r6i1p1f1,ssp585,2000-03-16 12:00:00,2006-07-16 12:00:00,2012-07-16 12:00:00,2020-01-16 12:00:00,2030-11-16 00:00:00,2040-09-16 00:00:00,2049-11-16 00:00:00,2064-04-16 00:00:00
IPSL-CM6A-LR,r6i1p1f1,ssp370,2000-03-16 12:00:00,2006-05-16 12:00:00,2011-05-16 12:00:00,2019-08-16 12:00:00,2032-02-15 12:00:00,2042-08-16 12:00:00,2052-08-16 12:00:00,2070-05-16 12:00:00
IPSL-CM6A-LR,r6i1p1f1,ssp245,2000-03-16 12:00:00,2006-05-16 12:00:00,2011-04-16 00:00:00,2019-05-16 12:00:00,2031-12-16 12:00:00,2045-08-16 12:00:00,2059-12-16 12:00:00,
IPSL-CM6A-LR,r22i1p1f1,ssp245,1985-11-16 00:00:00,2002-07-16 12:00:00,2009-08-16 12:00:00,2018-04-16 00:00:00,2031-07-16 12:00:00,2045-08-16 12:00:00,2059-10-16 12:00:00,
IPSL-CM6A-LR,r8i1p1f1,ssp370,1996-09-16 00:00:00,2002-12-16 12:00:00,2007-11-16 00:00:00,2016-07-16 12:00:00,2030-06-16 00:00:00,2040-12-16 12:00:00,2053-02-15 00:00:00,2069-06-16 00:00:00
IPSL-CM6A-LR,r7i1p1f1,ssp370,1988-08-16 12:00:00,1995-12-16 12:00:00,2003-04-16 00:00:00,2013-08-16 12:00:00,2029-07-16 12:00:00,2042-12-16 12:00:00,2051-11-16 00:00:00,2073-02-15 00:00:00
IPSL-CM6A-LR,r5i1p1f1,ssp370,1984-11-16 00:00:00,1997-07-16 12:00:00,2004-12-16 12:00:00,2015-12-16 12:00:00,2027-09-16 00:00:00,2037-10-16 12:00:00,2048-06-16 00:00:00,2066-06-16 00:00:00
IPSL-CM6A-LR,r5i1p1f1,ssp245,1984-11-16 00:00:00,1997-07-16 12:00:00,2004-12-16 12:00:00,2014-05-16 12:00:00,2027-01-16 12:00:00,2038-05-16 12:00:00,2050-12-16 12:00:00,2083-04-16 00:00:00
IPSL-CM6A-LR,r25i1p1f1,ssp245,1993-03-16 12:00:00,2000-01-16 12:00:00,2006-11-16 00:00:00,2014-11-16 00:00:00,2024-12-16 12:00:00,2036-11-16 00:00:00,2050-05-16 12:00:00,
IPSL-CM6A-LR,r10i1p1f1,ssp370,1993-10-16 12:00:00,2001-07-16 12:00:00,2008-06-16 00:00:00,2021-05-16 12:00:00,2031-07-16 12:00:00,2041-11-16 00:00:00,2054-07-16 12:00:00,2071-03-16 12:00:00
IPSL-CM6A-LR,r10i1p1f1,ssp245,1993-10-16 12:00:00,2001-07-16 12:00:00,2008-05-16 12:00:00,2020-05-16 12:00:00,2036-09-16 00:00:00,2047-12-16 12:00:00,2059-12-16 12:00:00,
IPSL-CM6A-LR,r4i1p1f1,ssp585,1994-09-16 00:00:00,2002-09-16 00:00:00,2006-11-16 00:00:00,2014-05-16 12:00:00,2025-12-16 12:00:00,2037-01-16 12:00:00,2046-04-16 00:00:00,2061-06-16 00:00:00
IPSL-CM6A-LR,r4i1p1f1,ssp370,1994-09-16 00:00:00,2002-09-16 00:00:00,2007-04-16 00:00:00,2015-11-16 00:00:00,2031-05-16 12:00:00,2042-04-16 00:00:00,2051-05-16 12:00:00,2069-03-16 12:00:00
IPSL-CM6A-LR,r4i1p1f1,ssp245,1994-09-16 00:00:00,2002-09-16 00:00:00,2007-02-15 00:00:00,2015-02-15 00:00:00,2028-12-16 12:00:00,2044-07-16 12:00:00,2058-03-16 12:00:00,
IPSL-CM6A-LR,r1i1p1f1,ssp585,1991-10-16 12:00:00,2000-06-16 00:00:00,2006-08-16 12:00:00,2014-06-16 00:00:00,2032-01-16 12:00:00,2040-11-16 00:00:00,2047-03-16 12:00:00,2061-12-16 12:00:00
IPSL-CM6A-LR,r1i1p1f1,ssp370,1991-10-16 12:00:00,2000-06-16 00:00:00,2007-04-16 00:00:00,2016-08-16 12:00:00,2031-01-16 12:00:00,2041-03-16 12:00:00,2051-02-15 00:00:00,2071-06-16 00:00:00
IPSL-CM6A-LR,r1i1p1f1,ssp245,1991-10-16 12:00:00,2000-06-16 00:00:00,2007-08-16 12:00:00,2015-05-16 12:00:00,2030-01-16 12:00:00,2042-09-16 00:00:00,2057-06-16 00:00:00,
IPSL-CM6A-LR,r9i1p1f1,ssp370,1982-06-16 00:00:00,1994-09-16 00:00:00,2003-01-16 12:00:00,2010-11-16 00:00:00,2024-04-16 00:00:00,2040-02-15 12:00:00,2049-02-15 00:00:00,2066-08-16 12:00:00
KACE-1-0-G,r3i1p1f1,ssp585,1990-11-16 00:00:00,1996-07-16 00:00:00,2003-08-16 00:00:00,2010-06-16 00:00:00,2020-01-16 00:00:00,2028-02-16 00:00:00,2039-01-16 00:00:00,2058-07-16 00:00:00
KACE-1-0-G,r3i1p1f1,ssp370,1990-11-16 00:00:00,1996-07-16 00:00:00,2003-08-16 00:00:00,2010-07-16 00:00:00,2020-06-16 00:00:00,2030-03-16 00:00:00,2042-08-16 00:00:00,2066-06-16 00:00:00
KACE-1-0-G,r3i1p1f1,ssp245,1990-11-16 00:00:00,1996-07-16 00:00:00,2003-08-16 00:00:00,2010-06-16 00:00:00,2019-09-16 00:00:00,2028-06-16 00:00:00,2041-06-16 00:00:00,2087-07-16 00:00:00
KACE-1-0-G,r1i1p1f1,ssp585,1990-02-16 00:00:00,1997-03-16 00:00:00,2004-03-16 00:00:00,2011-03-16 00:00:00,2020-09-16 00:00:00,2028-12-16 00:00:00,2038-07-16 00:00:00,2057-12-16 00:00:00
KACE-1-0-G,r1i1p1f1,ssp370,1990-02-16 00:00:00,1997-03-16 00:00:00,2004-03-16 00:00:00,2011-12-16 00:00:00,2021-08-16 00:00:00,2029-11-16 00:00:00,2040-08-16 00:00:00,2065-04-16 00:00:00
KACE-1-0-G,r1i1p1f1,ssp245,1990-02-16 00:00:00,1997-03-16 00:00:00,2004-03-16 00:00:00,2010-12-16 00:00:00,2019-12-16 00:00:00,2029-07-16 00:00:00,2042-10-16 00:00:00,
KACE-1-0-G,r2i1p1f1,ssp585,1987-12-16 00:00:00,1994-01-16 00:00:00,1999-03-16 00:00:00,2006-09-16 00:00:00,2017-09-16 00:00:00,2026-06-16 00:00:00,2037-09-16 00:00:00,2057-07-16 00:00:00
KACE-1-0-G,r2i1p1f1,ssp370,1987-12-16 00:00:00,1994-01-16 00:00:00,1999-03-16 00:00:00,2006-08-16 00:00:00,2017-11-16 00:00:00,2027-11-16 00:00:00,2039-11-16 00:00:00,2063-12-16 00:00:00
KACE-1-0-G,r2i1p1f1,ssp245,1987-12-16 00:00:00,1994-01-16 00:00:00,1999-03-16 00:00:00,2006-10-16 00:00:00,2017-11-16 00:00:00,2027-05-16 00:00:00,2043-05-16 00:00:00,2081-09-16 00:00:00
KIOST-ESM,r1i1p1f1,ssp585,1991-02-16 00:00:00,1999-03-17 12:00:00,2005-02-16 00:00:00,2014-12-17 12:00:00,2035-02-16 00:00:00,2048-09-17 00:00:00,2060-05-17 12:00:00,2089-06-17 00:00:00
KIOST-ESM,r1i1p1f1,ssp245,1991-02-16 00:00:00,1999-03-17 12:00:00,2005-02-16 00:00:00,2017-05-17 12:00:00,2035-01-17 12:00:00,2061-08-17 12:00:00,,
MCM-UA-1-0,r1i1p1f2,ssp585,1995-06-16 12:00:00,2002-10-17 00:00:00,2007-03-17 00:00:00,2019-06-16 12:00:00,2034-06-16 12:00:00,2043-06-16 12:00:00,2053-11-16 12:00:00,2072-02-15 12:00:00
MCM-UA-1-0,r1i1p1f2,ssp370,1995-06-16 12:00:00,2002-10-17 00:00:00,2008-05-17 00:00:00,2021-08-17 00:00:00,2038-03-17 00:00:00,2055-09-16 12:00:00,2067-08-17 00:00:00,2086-11-16 12:00:00
MCM-UA-1-0,r1i1p1f2,ssp245,1995-06-16 12:00:00,2002-10-17 00:00:00,2007-03-17 00:00:00,2020-12-17 00:00:00,2040-04-16 12:00:00,2058-12-17 00:00:00,2072-02-15 12:00:00,
MIROC-ES2L,r12i1p1f2,ssp245,2012-03-16 12:00:00,2019-02-15 00:00:00,2026-08-16 12:00:00,2037-08-16 12:00:00,2055-12-16 12:00:00,2081-10-16 12:00:00,,
MIROC-ES2L,r11i1p1f2,ssp245,2008-02-15 12:00:00,2018-08-16 12:00:00,2025-03-16 12:00:00,2035-02-15 00:00:00,2053-07-16 12:00:00,2084-06-16 00:00:00,,
MIROC-ES2L,r13i1p1f2,ssp245,2010-04-16 00:00:00,2017-01-16 12:00:00,2023-01-16 12:00:00,2033-05-16 12:00:00,2058-12-16 12:00:00,2085-06-16 00:00:00,,
MIROC-ES2L,r18i1p1f2,ssp245,2011-04-16 00:00:00,2017-06-16 00:00:00,2024-02-15 12:00:00,2038-03-16 12:00:00,2057-01-16 12:00:00,2080-07-16 12:00:00,,
MIROC-ES2L,r16i1p1f2,ssp245,2008-06-16 00:00:00,2016-05-16 12:00:00,2023-08-16 12:00:00,2032-11-16 00:00:00,2056-10-16 12:00:00,2081-04-16 00:00:00,,
MIROC-ES2L,r2i1p1f2,ssp585,2006-12-16 12:00:00,2014-10-16 12:00:00,2021-08-16 12:00:00,2031-12-16 12:00:00,2044-08-16 12:00:00,2055-08-16 12:00:00,2067-06-16 00:00:00,2087-03-16 12:00:00
MIROC-ES2L,r2i1p1f2,ssp370,2007-01-16 12:00:00,2015-02-15 00:00:00,2024-06-16 00:00:00,2033-05-16 12:00:00,2051-01-16 12:00:00,2067-02-15 00:00:00,2079-11-16 00:00:00,
MIROC-ES2L,r2i1p1f2,ssp245,2007-01-16 12:00:00,2014-07-16 12:00:00,2023-01-16 12:00:00,2033-10-16 12:00:00,2052-07-16 12:00:00,2078-05-16 12:00:00,,
MIROC-ES2L,r24i1p1f2,ssp245,2011-04-16 00:00:00,2018-02-15 00:00:00,2023-11-16 00:00:00,2035-12-16 12:00:00,2059-12-16 12:00:00,2085-11-16 00:00:00,,
MIROC-ES2L,r25i1p1f2,ssp245,2007-08-16 12:00:00,2014-09-16 00:00:00,2023-01-16 12:00:00,2036-09-16 00:00:00,2053-09-16 00:00:00,2078-12-16 12:00:00,,
MIROC-ES2L,r22i1p1f2,ssp245,2008-11-16 00:00:00,2018-08-16 12:00:00,2025-04-16 00:00:00,2033-03-16 12:00:00,2055-09-16 00:00:00,2078-03-16 12:00:00,,
MIROC-ES2L,r14i1p1f2,ssp245,2006-12-16 12:00:00,2015-02-15 00:00:00,2021-08-16 12:00:00,2032-12-16 12:00:00,2052-10-16 12:00:00,2080-04-16 00:00:00,,
MIROC-ES2L,r6i1p1f2,ssp585,2010-01-16 12:00:00,2019-04-16 00:00:00,2025-01-16 12:00:00,2033-12-16 12:00:00,2046-11-16 00:00:00,2056-06-16 00:00:00,2066-05-16 12:00:00,2086-09-16 00:00:00
MIROC-ES2L,r6i1p1f2,ssp370,2010-10-16 12:00:00,2020-04-16 00:00:00,2026-01-16 12:00:00,2034-02-15 00:00:00,2050-04-16 00:00:00,2065-05-16 12:00:00,2078-07-16 12:00:00,
MIROC-ES2L,r6i1p1f2,ssp245,2009-10-16 12:00:00,2019-12-16 12:00:00,2025-03-16 12:00:00,2037-06-16 00:00:00,2054-09-16 00:00:00,2080-02-15 12:00:00,,
MIROC-ES2L,r28i1p1f2,ssp245,2010-04-16 00:00:00,2018-02-15 00:00:00,2024-02-15 12:00:00,2036-02-15 12:00:00,2056-01-16 12:00:00,2083-08-16 12:00:00,,
MIROC-ES2L,r15i1p1f2,ssp245,2009-07-16 12:00:00,2017-06-16 00:00:00,2025-06-16 00:00:00,2036-06-16 00:00:00,2054-08-16 12:00:00,2080-04-16 00:00:00,,
MIROC-ES2L,r20i1p1f2,ssp245,2010-02-15 00:00:00,2019-11-16 00:00:00,2026-12-16 12:00:00,2037-03-16 12:00:00,2056-08-16 12:00:00,2086-12-16 12:00:00,,
MIROC-ES2L,r19i1p1f2,ssp245,2009-05-16 12:00:00,2017-09-16 00:00:00,2025-02-15 00:00:00,2037-05-16 12:00:00,2054-08-16 12:00:00,2084-04-16 00:00:00,,
MIROC-ES2L,r23i1p1f2,ssp245,2013-01-16 12:00:00,2019-10-16 12:00:00,2028-07-16 12:00:00,2037-12-16 12:00:00,2056-08-16 12:00:00,2088-12-16 12:00:00,,
MIROC-ES2L,r10i1p1f2,ssp585,2010-08-16 12:00:00,2018-07-16 12:00:00,2024-10-16 12:00:00,2032-09-16 00:00:00,2043-11-16 00:00:00,2055-02-15 00:00:00,2066-03-16 12:00:00,2086-04-16 00:00:00
MIROC-ES2L,r10i1p1f2,ssp370,2011-04-16 00:00:00,2019-06-16 00:00:00,2027-05-16 12:00:00,2037-06-16 00:00:00,2051-09-16 00:00:00,2066-03-16 12:00:00,2080-02-15 12:00:00,
MIROC-ES2L,r10i1p1f2,ssp245,2011-08-16 12:00:00,2019-01-16 12:00:00,2024-10-16 12:00:00,2036-07-16 12:00:00,2056-06-16 00:00:00,2082-02-15 00:00:00,,
MIROC-ES2L,r30i1p1f2,ssp245,2011-12-16 12:00:00,2018-06-16 00:00:00,2023-09-16 00:00:00,2036-05-16 12:00:00,2055-04-16 00:00:00,2087-07-16 12:00:00,,
